"aname1","aname2","aname3","aname4","aname5","aname6","aname7","aname8"
"경북구미시원호도량1동점","경북","구미시","경북 구미시 고아읍 문장로","경북구미시고아읍문장로22길20103호","054","054-444-8244","1175"
"경북구미시인동점","경북","구미시","경북 구미시 인동길","경북구미시인동39길22-65","054","054-474-4478","1175"
"경북구미시임수황상점","경북","구미시","경북 구미시 인동북길","경북구미시인동북길25","054","054-471-7227","1175"
"경북구미시형곡점","경북","구미시","경북 구미시 형곡로","경북구미시형곡로90","054","054-442-9979","1175"
"경북김천시김천1점","경북","김천시","경북 김천시 김천로","경북김천시김천로24-1","054","054-430-4482","1175"
"경북김천시덕곡율곡점","경북","김천시","경북 김천시 영남대로","경북김천시영남대로2040-6","054","054-434-4470","1175"
"경북김천시신음삼락점","경북","김천시","경북 김천시 시청로","경북김천시시청로40","054","054-437-4479","1175"
"경북김천시아포점","경북","김천시","경북 김천시 아포읍 한지길","경북김천시아포읍한지2길64-4","054","054-436-4492","1175"
"경북문경시문경점","경북","문경시","경북 문경시 점촌로","경북문경시점촌로8","054","054-555-8858","1175"
"경북봉화군봉화점","경북","봉화군","경북 봉화군 봉화읍 내성로","경북봉화군봉화읍내성로1길41-1","054","054-673-4420","1175"
"경북상주시상주2호점","경북","상주시","경북 상주시 동수길","경북상주시동수4길33제상가동101호","054","054-533-4423","1175"
"경북상주시함창점","경북","상주시","경북 상주시 함창읍 함창시장길","경북상주시함창읍함창시장2길2","054","054-541-4479","1175"
"경북안동시안동점","경북","안동시","경북 안동시 서동문로","경북안동시서동문로86","054","054-858-9930","1175"
"경북안동시옥동송현점","경북","안동시","경북 안동시 광명로","경북안동시광명로126","054","054-855-4479","1175"
"경북안동시용상점","경북","안동시","경북 안동시 경동로","경북안동시경동로889","054","054-821-9901","1175"
"경북영덕군영덕점","경북","영덕군","경북 영덕군 영덕읍 군청길","경북영덕군영덕읍군청길133","054","054-733-0054","1175"
"경북영덕군영해점","경북","영덕군","경북 영덕군 영해면 예주시장길","경북영덕군영해면예주시장길16-1","054","054-734-3553","1175"
"경북영주시영주2점","경북","영주시","경북 영주시 구성로","경북영주시구성로389로얄상가111호","054","054-636-9994","1175"
"경북영주시풍기점","경북","영주시","경북 영주시 풍기읍 동성로","경북영주시풍기읍동성로68","054","054-638-9288","1175"
"경북영주시휴천점","경북","영주시","경북 영주시 대학로","경북영주시대학로36","054","054-636-8787","1175"
"경북영천시야사점","경북","영천시","경북 영천시 망정로","경북영천시망정로60","054","054-333-3733","1175"
"경북예천시예천점","경북","예천군","경북 예천군 예천읍 중앙로","경북예천군예천읍중앙로24-1","054","054-654-4492","1175"
"경북울진군백암점","경북","울진군","경북 울진군 온정면 소태로","경북울진군온정면소태로9-29","054","054-787-4004","1175"
"경북울진군북면점","경북","울진군","경북 울진군 북면 울진북로","경북울진군북면울진북로2120","054","054-781-4246","1175"
"경북울진군울진점","경북","울진군","경북 울진군 울진읍 울진중앙로","경북울진군울진읍울진중앙로56","054","054-781-6363","1175"
"경북울진군죽변점","경북","울진군","경북 울진군 죽변면 죽변북로","경북울진군죽변면죽변북로60","054","054-781-4482","1175"
"경북울진군후포점","경북","울진군","경북 울진군 후포면 삼율길","경북울진군후포면삼율6길16-14","054","054-788-9982","1175"
"경북의성군의성점","경북","의성군","경북 의성군 의성읍 동서1길","경상북도의성군의성읍동서1길72","054","054-834-4482","1175"
"경북청도군청도점","경북","청도군","경북 청도군 청도읍 청화로","경북청도군청도읍청화로150-1","054","054-373-4469","1175"
"경북칠곡군오태북삼점","경북","칠곡군","경북 칠곡군 북삼읍 금오대로","경북칠곡군북삼읍금오대로10길19","054","054-972-4423","1175"
"경북칠곡군왜관점","경북","칠곡군","경북 칠곡군 왜관읍 중앙로","경북칠곡군왜관읍중앙로3길2-1","054","054-972-8066","1175"
"경북칠곡군중리점","경북","칠곡군","경북 칠곡군 석적읍 북중리길","경북칠곡군석적읍북중리11길14","054","054-976-1009","1175"
"경북포항시남부점","경북","포항시","경북 포항시 남구 상도로","경북포항시남구상도로56","054","054-278-9982","1175"
"경북포항시달전점","경북","포항시","경북 포항시 북구 흥해읍 도음로","경북포항시북구흥해읍도음로877번길9","054","054-262-8201","1175"
"경북포항시대이점","경북","포항시","경북 포항시 남구 대이로","경북포항시남구대이로112-3","054","054-275-5052","1175"
"경북포항시두호점","경북","포항시","경북 포항시 북구 삼호로","경북포항시북구삼호로245번길10","054","054-251-8582","1175"
"경북포항시송도점","경북","포항시","경북 포항시 남구 송림로","경북포항시남구송림로8","054","054-242-8544","1175"
"경북포항시양덕점","경북","포항시","경북 포항시 북구 양덕로","경북포항시북구양덕로23","054","054-255-4482","1175"
"경북포항시연일점","경북","포항시","경북 포항시 남구 연일읍 철강로","경북포항시남구연일읍철강로41번길52-6","054","054-286-4447","1175"
"경북포항시오천점","경북","포항시","경북 포항시 남구 오천읍 문덕로","경북포항시남구오천읍남원로53","054","054-291-9922","1175"
"경북포항시용흥점","경북","포항시","경북 포항시 북구 새마을로","경북포항시북구새마을로92","054","054-254-4482","1175"
"경북포항시우현점","경북","포항시","경북 포항시 북구 선착로","경북포항시북구선착로3-1","054","054-255-9955","1175"
"경북포항시장성점","경북","포항시","경북 포항시 북구 법원로","경북포항시북구법원로8번길16","054","054-243-2999","1175"
"경북포항시죽도점","경북","포항시","경북 포항시 북구 중흥로","경북포항시북구중흥로255번길13","054","054-278-0454","1175"
"경북포항시청하점","경북","포항시","경북 포항시 북구 청하면 청하로","경북포항시북구청하면청하로217번길2","054","054-232-1535","1175"
"경북포항시해도점[B]","경북","남구","경북 포항시 남구 해동로","경북포항시남구해동로55-1","054","054-281-4492","1175"
"경북포항시효곡점","경북","포항시","경북 포항시 남구 효자동길","경북포항시남구효자동길10번길19","054","054-282-9982","1175"
"경북포항시흥해점","경북","포항시","경북 포항시 북구 흥해읍 흥해로","경북포항시북구흥해읍흥해로26","054","054-261-9979","1175"
"광주광산구산정점","광주","광산구","광주 광산구 하남대로","광주광산구하남대로54번안길59","062","062-951-4479","1175"
"광주광산구선운점","광주","광산구","광주 광산구 선운중앙로","광주광산구선운중앙로43","062","062-941-4492","1175"
"광주광산구송정1점","광주","광산구","광주 광산구 남동길","광주광산구남동길30번길48","062","062-945-4492","1175"
"광주광산구수완1점","광주","광산구","광주 광산구 장덕로","광주광산구장덕로95번길45","062","062-959-9929","1175"
"광주광산구신가점","광주","광산구","광주 광산구 신창로","광주광산구신창로35번길87","062","062-955-9289","1175"
"광주광산구우산소촌점","광주","광산구","광주 광산구 우산로","광주광산구우산로96번길78","062","062-941-9940","1175"
"광주광산구운남점","광주","광산구","광주 광산구 월곡중앙로","광주광산구월곡로30-1","062","062-952-9994","1175"
"광주광산구첨단1호점","광주","광산구","광주 광산구 산월로","광주광산구산월로64","062","062-974-4492","1175"
"광주남구방림양림점","광주","남구","광주 남구 방림로","광주남구방림로2","062","062-655-4492","1175"
"광주남구봉선1점","광주","남구","광주 남구 봉선로","광주남구봉선1로66","062","062-652-4492","1175"
"광주남구월산까치점","광주","남구","광주 남구 독립로","광주남구독립로87","062","062-365-8299","1175"
"광주남구주월점","광주","남구","광주 남구 회서로","광주남구회서로15","062","062-651-4492","1175"
"광주남구진월점","광주","남구","광주 남구 서문대로","광주남구서문대로663번길16","062","062-674-4492","1175"
"광주남구효천점","광주","남구","광주 남구 효우로","광주남구효우로230번길35","062","062-671-4492","1175"
"광주동구산수점","광주","동구","광주 동구 필문대로","광주동구필문대로179","062","062-222-5992","1175"
"광주동구학동점","광주","동구","광주 동구 천변우로","광주동구천변우로603","062","062-222-4492","1175"
"광주북구동림점","광주","북구","광주 북구 동림용산로","광주북구동림용산로29","062","062-513-9995","1175"
"광주북구두암1점","광주","북구","광주 북구 삼정로","광주북구삼정로139","062","062-251-4492","1175"
"광주북구문흥점","광주","북구","광주 북구 면앙로","광주북구면앙로32번길29","062","062-252-4492","1175"
"광주북구양산점","광주","북구","광주 북구 양산택지로","광주북구양산택지로79번길15","062","062-576-9995","1175"
"광주북구오치매곡점","광주","북구","광주 북구 안산로","광주북구안산로70","062","062-269-9988","1175"
"광주북구용봉점","광주","북구","광주 북구 설죽로","광주북구설죽로202번길52","062","062-522-4492","1175"
"광주북구일곡점","광주","북구","광주 북구 송해로","광주북구송해로34","062","062-575-4492","1175"
"광주북구중흥점","광주","북구","광주 북구 당뫼로","광주북구당뫼로57","062","062-524-9992","1175"
"광주북구첨단2지구점","광주","북구","광주 북구 임방울대로","광주북구임방울대로1042번길14-20","062","062-576-4492","1175"
"광주서구금호점","광주","서구","광주 서구 금화로","광주서구금화로73번길16","062","062-383-9935","1175"
"광주서구동천점","광주","서구","광주 서구 동천로","광주서구동천로10번길24","062","062-512-4492","1175"
"광주서구상무점","광주","서구","광주 서구 상무평화로","광주서구상무평화로102","062","062-383-4492","1175"
"광주서구쌍촌1점","광주","서구","광주 서구 상일로","광주서구상일로24번길11","062","062-382-4492","1175"
"광주서구풍암점","광주","서구","광주 서구 풍암신암로","광주서구풍암신암로26","062","062-655-9982","1175"
"광주서구화정1점","광주","서구","광주 서구 염화로","광주서구염화로57번길20","062","062-375-4492","1175"
"대구남구대명2점","대구","남구","대구 남구 성당시장길","대구남구성당시장길59","053","053-654-9984","1175"
"대구남구대명남산점","대구","남구","대구 남구 명덕로","대구남구명덕로28길12","053","053-621-9282","1175"
"대구남구봉덕점","대구","남구","대구 남구 중앙대로","대구남구중앙대로22길221","053","053-475-4479","1175"
"대구달서구대곡역점","대구","달서구","대구 달서구 비슬로","대구달서구비슬로538길22","053","053-638-4479","1175"
"대구달서구대곡진천점[B]","대구","달서구","대구 달서구 한실로","대구달서구한실로117","053","053-633-4479","1175"
"대구달서구두류광장점","대구","달서구","대구 달서구 야외음악당로","대구달서구야외음악당로39안길48","053","053-652-4482","1175"
"대구달서구상인점","대구","달서구","대구 달서구 상인로","대구달서구상인로9길26","053","053-635-6611","1175"
"대구달서구성당점[B]","대구","달서구","대구 달서구 감삼남길","대구달서구감삼남길171","053","053-555-9282","1175"
"대구달서구성서점","대구","달서구","대구 달서구 선원로","대구달서구선원로37길16","053","053-593-9982","1175"
"대구달서구송현점","대구","달서구","대구 달서구 월배로","대구달서구월배로74길39","053","053-626-9994","1175"
"대구달서구신당점","대구","달서구","대구 달서구 신당로","대구달서구신당로24","053","053-592-4485","1175"
"대구달서구신월배점","대구","달서구","대구 달서구 조암남로","대구달서구조암남로27길30","053","053-633-9282","1175"
"대구달서구용산1점","대구","달서구","대구 달서구 와룡로","대구달서구와룡로53길78","053","053-523-4482","1175"
"대구달서구이월드점","대구","달서구","대구 달서구 두류공원로","대구달서구두류공원로200","053","-","1175"
"대구달서구장기점","대구","달서구","대구 달서구 구마로","대구달서구구마로12길14","053","053-522-8890","1175"
"대구달성군구지점","대구","달성군","대구 달성군 구지면 창리중앙길","대구달성군구지면창리중앙길97","053","053-611-4462","1175"
"대구달성군논공점","대구","달성군","대구 달성군 논공읍 논공중앙로","대구달성군논공읍논공중앙로118","053","053-615-4482","1175"
"대구달성군다사점","대구","달성군","대구 달성군 다사읍 대실역북로","대구달성군다사읍대실역북로55","053","053-593-4482","1175"
"대구달성군서재점","대구","달성군","대구 달성군 다사읍 서재로","대구달성군다사읍서재로99-1","053","053-587-4479","1175"
"대구달성군옥포점","대구","달성군","대구 달성군 돌미로2길","대구달성군옥포면돌미로2길1","053","053-611-4482","1175"
"대구달성군현풍점","대구","달성군","대구 달성군 현풍면 테크노중앙대로","대구달성군현풍면테크노중앙대로325-49","053","053-611-4446","1175"
"대구달성군화원점","대구","달성군","대구 달성군 화원읍 화암로","대구달성군화원읍화암로65","053","053-644-9985","1175"
"대구동구동호점","대구","동구","대구 동구 동호로","대구동구동호로40","053","053-963-4482","1175"
"대구동구방촌점","대구","동구","대구 동구 동촌로","대구동구동촌로58길21","053","053-981-9050","1175"
"대구동구불로봉무점","대구","동구","대구 동구 팔공로길","대구동구팔공로51길23","053","053-958-8200","1175"
"대구동구신암동점","대구","동구","대구 동구 신암로","대구광역시동구신암로132","053","053-944-4479","1175"
"대구동구신천동점","대구","동구","대구 동구 국채보상로","대구동구국채보상로861","053","053-754-4479","1175"
"대구동구율하점","대구","동구","대구 동구 율하동로","대구동구율하동로8길25","053","053-965-4479","1175"
"대구동구효목점","대구","동구","대구 동구 효목로","대구동구효목로103","053","053-954-9982","1175"
"대구북구고성동점","대구","북구","대구 북구 옥산로","대구북구옥산로9","053","053-355-4479","1175"
"대구북구관음읍내동점","대구","북구","대구 북구 칠곡중앙대로","대구북구칠곡중앙대로95길11","053","053-323-4479","1175"
"대구북구동서변점","대구","북구","대구 북구 서변로","대구북구서변로26","053","053-944-9282","1175"
"대구북구만평점","대구","서구","대구 서구 서대구로","대구서구서대구로62길51","053","053-356-4113","1175"
"대구북구복현검단점","대구","북구","대구 북구 경진로","대구북구경진로1길31","053","053-942-4479","1175"
"대구북구사수금호점","대구","북구","대구 북구 한강로","대구북구한강로17","053","053-325-4479","1175"
"대구북구산격점","대구","북구","대구 북구 동북로","대구북구동북로36길17-2","053","053-942-4479","1175"
"대구북구칠곡1점","대구","북구","대구 북구 대천로","대구북구대천로17길14","053","053-323-9980","1175"
"대구북구칠성점","대구","북구","대구 북구 칠성로","대구북구칠성로88","053","053-341-0044","1175"
"대구북구태전점[B]","대구","북구","대구 북구 구암로","대구북구구암로16길7","053","053-321-4479","1175"
"대구서구내당대신동점","대구","서구","대구 서구 달서로","대구서구달서로12길28","053","053-567-4479","1175"
"대구서구평리점","대구","서구","대구 서구 국채보상로","대구서구국채보상로192","053","053-552-4499","1175"
"대구수성구범물점","대구","수성구","대구 수성구 지범로","대구수성구지범로290","053","053-784-4479","1175"
"대구수성구범어점","대구","수성구","대구 수성구 범어로","대구수성구범어로20길13","053","053-755-9282","1175"
"대구수성구상동점","대구","수성구","대구 수성구 수성로","대구수성구수성로15길34","053","053-768-4479","1175"
"대구수성구수성점[B]","대구","수성구","대구 수성구 신천동로","대구수성구신천동로98길24","053","053-751-4482","1175"
"대구수성구시지1점","대구","수성구","대구 수성구 달구벌대로","대구수성구달구벌대로627길22-25","053","053-795-9985","1175"
"대구수성구시지사월점","대구","수성구","대구 수성구 달구벌대로","대구수성구달구벌대로669길20","053","053-793-4479","1175"
"대구수성구지산점","대구","수성구","대구 수성구 용학로","대구수성구용학로35길35","053","053-784-9966","1175"
"대구수성구황금점","대구","수성구","대구 수성구 청수로","대구수성구청수로36길32","053","053-768-9282","1175"
"대구중구동성로점","대구","중구","대구 중구 공평로","대구중구공평로97-1","053","053-257-9982","1175"
"대전대덕구법동점","대전","대덕구","대전 대덕구 계족로","대전광역시대덕구계족로608번길16","042","042-622-4479","1175"
"대전대덕구송촌점[B]","대전","대덕구","대전 대덕구 송촌북로","대전대덕구송촌북로4번길41","042","042-672-4479","1175"
"대전대덕구신탄진점","대전","대덕구","대전 대덕구 신탄진동로","대전광역시대덕구신탄진동로1","042","042-935-9285","1175"
"대전동구가양비래점","대전","동구","대전 동구 우암로","대전동구우암로331","042","042-623-9233","1175"
"대전동구가오점","대전","동구","대전 동구 은어송로","대전광역시동구은어송로116","042","042-282-4479","1175"
"대전동구용운판암점","대전","동구","대전 동구 동부로","대전동구동부로73번길135","042","042-271-4479","1175"
"대전동구우송대점","대전","동구","대전 동구 동대전로","대전광역시동구동대전로213","042","042-636-4479","1175"
"대전동구한남대막시무스점","대전","동구","대전 동구 옛신탄진로","대전광역시동구옛신탄진로93번길27","042","042-627-4479","1175"
"대전서구가장내동점","대전","서구","대전 서구 도솔로","대전광역시서구도산로253번길33","042","042-532-4479","1175"
"대전서구갈마점","대전","서구","대전 서구 계룡로","대전광역시서구계룡로500번길86","042","042-526-9249","1175"
"대전서구도마점","대전","서구","대전 서구 사마길","대전광역시서구사마1길28","042","042-535-4479","1175"
"대전서구도안신도시점","대전","서구","대전 서구 도안북로","대전광역시서구도안북로118번길81","042","042-353-4479","1175"
"대전서구둔산점","대전","서구","대전 서구 둔산남로","대전광역시서구둔산남로165번길16","042","042-483-9292","1175"
"대전서구만년점","대전","서구","대전 서구 만년남로번길","대전광역시서구만년남로11번길42","042","042-482-9582","1175"
"대전서구월평점","대전","서구","대전 서구 월평중로","대전광역시서구월평중로24번길30","042","042-485-4479","1175"
"대전서구탄방점","대전","서구","대전 서구 문정로","대전광역시서구문정로2번길51","042","042-472-4479","1175"
"대전서구행복점","대전","서구","대전 서구 정림서로","대전서구정림서로162-18","042","042-585-9233","1175"
"대전유성구궁동어은점[B]","대전","유성구","대전 유성구 농대로","대전유성구농대로8","042","042-861-4479","1175"
"대전유성구노은점","대전","유성구","대전 유성구 반석로","대전광역시유성구반석로12번길25","042","042-823-9286","1175"
"대전유성구봉명구암점","대전","유성구","대전 유성구 대학로","대전광역시유성구대학로34","042","042-321-4482","1175"
"대전유성구송강봉산점","대전","유성구","대전 유성구 봉산로","대전광역시유성구봉산로32","042","042-935-4492","1175"
"대전유성구신성자운점","대전","유성구","대전 유성구 가정로","대전광역시유성구가정로43","042","042-862-9982","1175"
"대전유성구원내점","대전","유성구","대전 유성구 진잠로","대전광역시유성구진잠로78번길56","042","042-543-4479","1175"
"대전유성구전민점","대전","유성구","대전 유성구 전민로","대전광역시유성구전민로6번길27","042","042-864-4479","1175"
"대전유성구테크노점","대전","유성구","대전 유성구 관들길","대전유성구관들5길47","042","042-934-4479","1175"
"대전유성구학하덕명점","대전","유성구","대전 유성구 학하남로","대전광역시유성구학하남로3","042","042-826-4479","1175"
"대전중구문화점","대전","중구","대전 중구 보문산로","대전중구보문산로171번길39","042","042-584-6600","1175"
"대전중구부사점","대전","중구","대전 중구 보문로","대전광역시중구보문로92","042","042-242-4479","1175"
"대전중구중촌목동점","대전","중구","대전 중구 목동로","대전광역시중구목동로8번길77","042","042-383-4479","1175"
"대전중구태평점","대전","중구","대전 중구 태평로","대전중구태평로118-1","042","042-527-9982","1175"
"부산강서구강서구청점","부산","강서구","부산 강서구 대저로","부산강서구대저로274번길35","051","051-831-4492","1175"
"부산강서구명지국제신도시점","부산","강서구","부산 강서구 명지국제8로 234","부산강서구명지국제8로234정우빌딩2차115","051","051-271-4479","1175"
"부산강서구명지오션시티점","부산","강서구","부산 강서구 명지오션시티로","부산강서구명지오션시티9로58","051","051-204-4492","1175"
"부산금정구구서1점","부산","금정구","부산 금정구 금강로","부산금정구구서2동203-32","051","051-582-4482","1175"
"부산금정구남산점","부산","금정구","부산 금정구 중앙대로","부산금정구남산동188-6","051","051-518-4492","1175"
"부산금정구부곡1점","부산","금정구","부산 금정구 오륜대로","부산금정구부곡동19-9","051","051-582-8272","1175"
"부산금정구부곡행복점","부산","금정구","부산 금정구 부곡로","부산금정구부곡로64","051","051-516-4445","1175"
"부산금정구부산대점","부산","금정구","부산 금정구 금강로","부산금정구장전동221-24","051","051-514-9985","1175"
"부산금정구서동점","부산","금정구","부산 금정구 서동로","부산금정구서동542-35","051","051-521-4492","1175"
"부산기장군기장점","부산","기장군","부산 기장군 기장읍 대라리","부산기장군기장읍대라리413-4","051","051-721-9909","1175"
"부산기장군정관점","부산","기장군","부산 기장군 정관면 구연로","부산기장군정관면매학리767-4","051","051-728-4492","1175"
"부산남구감만점","부산","남구","부산 남구 석포로","부산남구석포로51","051","051-632-4479","1175"
"부산남구대연못골점","부산","남구","부산 남구 진남로","부산남구진남로36번길58","051","051-625-4492","1175"
"부산남구대연점","부산","남구","부산 남구 유엔로","부산남구유엔로183번길35","051","051-612-4482","1175"
"부산남구문현점","부산","남구","부산 남구 고동골로","부산남구문현3동202-55번지","051","051-632-4492","1175"
"부산남구용호점","부산","남구","부산 남구 용호로","부산남구용호동181-1현대비치상가1동103호","051","051-623-4492","1175"
"부산남구용호행복점","부산","남구","부산 남구 동명로","부산남구동명로158번길104","051","051-623-4479","1175"
"부산동구범일점","부산","동구","부산 동구 자성로","부산동구자성로116번길2","051","051-638-4479","1175"
"부산동구초량점","부산","동구","부산 동구 초량상로","부산광역시동구초량상로65","051","051-441-1466","1175"
"부산동래구명장점","부산","동래구","부산 동래구 명안로","부산동래구명안로86번길30","051","051-525-4482","1175"
"부산동래구사직1점","부산","동래구","부산 동래구 사직북로","부산동래구사직동45-33번지","051","051-502-4485","1175"
"부산동래구수안낙민점","부산","동래구","부산 동래구 명륜로","부산동래구명륜로75번길31","051","051-555-4492","1175"
"부산동래구안락1점","부산","동래구","부산 동래구 연안로","부산동래구안락동629-76","051","051-532-4492","1175"
"부산동래구온천3동점","부산","동래구","부산 동래구 충렬대로","부산동래구충렬대로126번길19","051","051-504-4492","1175"
"부산동래구온천점","부산","동래구","부산 동래구 차밭골로","부산동래구차밭골로27","051","051-552-4482","1175"
"부산부산진구가야개금1점","부산","부산진구","부산 부산진구 냉정로","부산부산진구냉정로262-1","051","051-892-8866","1175"
"부산부산진구가야당감점","부산","부산진구","부산 부산진구 가야대로","부산부산진구가야대로633","051","051-897-4492","1175"
"부산부산진구당감부암1점","부산","부산진구","부산 부산진구 백양순환로","부산부산진구당감4동702-1","051","051-892-8292","1175"
"부산부산진구범천점","부산","부산진구","부산 부산진구 신암로","부산부산진구신암로66판매시설동106호","051","051-636-4479","1175"
"부산부산진구신개금점","부산","부산진구","부산 부산진구 개금본동로","부산부산진구개금3동380-1","051","051-892-4492","1175"
"부산부산진구양정점","부산","부산진구","부산 부산진구 범양로","부산부산진구범전동63-6","051","051-804-9282","1175"
"부산부산진구전포점","부산","부산진구","부산 부산진구 동성로","부산부산진구동성로35","051","051-817-4482","1175"
"부산부산진구초읍연지점","부산","부산진구","부산 부산진구 성지로","부산부산진구초읍동207-18","051","051-818-4492","1175"
"부산북구구포1점","부산","북구","부산 북구 시랑로","부산북구시랑로32","051","051-335-9944","1175"
"부산북구금곡점","부산","북구","부산 북구 효열로","부산북구금곡동67-12","051","051-362-2002","1175"
"부산북구덕천점","부산","북구","부산 북구 덕천길","부산북구덕천2길45","051","051-342-6900","1175"
"부산북구만덕점","부산","북구","부산 북구 덕천로","부산북구덕천로280","051","051-333-8686","1175"
"부산북구화명2점","부산","북구","부산 북구 학사로","부산북구화명동2316-9번지102호","051","051-365-4492","1175"
"부산사상구괘법점","부산","사상구","부산 사상구 낙동대로","부산사상구괘법동519-1강변동원아파트상가107동102호","051","051-311-4479","1175"
"부산사상구모덕점","부산","사상구","부산 사상구 사상로","부산광역시사상구사상로342번길12","051","051-301-4479","1175"
"부산사상구모라1점","부산","사상구","부산 사상구 백양대로","부산사상구백양대로960-1","051","051-312-4492","1175"
"부산사상구신주례점","부산","사상구","부산 사상구 양지로","부산광역시사상구양지로42","051","051-325-4479","1175"
"부산사상구주례점","부산","사상구","부산 사상구 주례로","부산사상구주례로25","051","051-328-4492","1175"
"부산사상구학장엄궁점","부산","사상구","부산 사상구 학감대로","부산사상구학장동574-57번지삼성2차아파트상가206호","051","051-311-4492","1175"
"부산사하구괴정1점","부산","사하구","부산 사하구 장평로","부산사하구괴정로235-1","051","051-202-7992","1175"
"부산사하구괴정행복점","부산","사하구","부산 사하구 사리로","부산사하구사리로4","051","051-204-4479","1175"
"부산사하구구평감천점","부산","사하구","부산 사하구 을숙도대로","부산사하구구평동105-1","051","051-262-9994","1175"
"부산사하구다대1점","부산","사하구","부산 사하구 윤공단로","부산사하구윤공단로14번길33","051","051-265-9298","1175"
"부산사하구다대2점","부산","사하구","부산 사하구 다대로","부산사하구장림동426번지극동정립아파트상가301호","051","051-261-9297","1175"
"부산사하구당리점","부산","사하구","부산 사하구 승학로","부산사하구승학로40","051","051-206-4492","1175"
"부산사하구신평점","부산","사하구","부산 사하구 다대로142번길","부산사하구다대로142번길16","051","051-201-4479","1175"
"부산사하구하단점[B]","부산","사하구","부산 사하구 낙동대로","부산사하구하단동492-2대우프라자상가B105","051","051-293-9296","1175"
"부산서구대신점","부산","서구","부산 서구 망양로","부산서구망양로28","051","051-248-5779","1175"
"부산서구부민충무점","부산","서구","부산 서구 구덕로","부산서구토성동5가42-3","051","051-241-7949","1175"
"부산수영구광안1점","부산","수영구","부산 수영구 광안로","부산수영구광안동165-6","051","051-755-4492","1175"
"부산수영구남천점","부산","수영구","부산 수영구 수영로","부산수영구남천동77-25","051","051-628-4492","1175"
"부산수영구망미점","부산","수영구","부산 수영구 연수로","부산수영구연수로302번길4","051","051-756-4479","1175"
"부산수영구민락점","부산","수영구","부산 수영구 수영로","부산수영구수영로741번길12","051","051-758-4479","1175"
"부산연제구거제점","부산","연제구","부산 연제구 월드컵대로","부산연제구월드컵대로187번길23","051","051-852-4479","1175"
"부산연제구시청점","부산","연제구","부산 연제구 중앙대로","부산연제구중앙대로1038번길64상가101호","051","051-868-4494","1175"
"부산연제구연산로타리점","부산","연제구","부산 연제구 거제천로","부산연제구거제천로230번길25","051","051-852-4445","1175"
"부산연제구연산토곡점","부산","연제구","부산 연제구 과정로","부산연제구과정로132번길32","051","051-755-5636","1175"
"부산영도구남항점","부산","영도구","부산 영도구 남항로","부산영도구남항로24-2","051","051-416-4479","1175"
"부산영도구동삼점","부산","영도구","부산 영도구 동삼로","부산영도구동삼로59번길15","051","051-403-9972","1175"
"부산영도구청학점","부산","영도구","부산 영도구 태종로","부산영도구태종로332","051","051-415-4492","1175"
"부산중구중부산점","부산","중구","부산 중구 대청로","부산중구대청로25번길4","051","051-469-9295","1175"
"부산해운대구반송1점","부산","해운대구","부산 해운대구 윗반송로","부산해운대구반송2동216-112번지","051","051-544-8272","1175"
"부산해운대구반여2점","부산","해운대구","부산 해운대구 선수촌로","부산해운대구선수촌로153","051","051-523-4492","1175"
"부산해운대구벡스코점","부산","해운대구","부산 해운대구 해운대로","부산해운대구해운대로383번길25","051","051-747-4498","1175"
"부산해운대구센텀점","부산","해운대구","부산 해운대구 재반로","부산해운대구재반로29","051","051-783-4492","1175"
"부산해운대구송정점","부산","해운대구","부산 해운대구 송정해변로","부산해운대구송정해변로8-14","051","051-703-4492","1175"
"부산해운대구우1점","부산","해운대구","부산 해운대구 해운대해변로","부산해운대구해운대해변로141","051","051-731-4414","1175"
"부산해운대구재송반여점","부산","해운대구","부산 해운대구 재송2로","부산해운대구재송2로28번길6","051","051-781-4479","1175"
"부산해운대구해운대신도시1호점","부산","해운대구","부산 해운대구 달맞이길","부산해운대구해운대로774번길30","051","051-744-4492","1175"
"부산해운대구해운대중동점","부산","해운대구","부산 해운대구 좌동순환로","부산해운대구좌동순환로468번가길20","051","051-747-3457","1175"
"부산해운대구해운대행복점","부산","해운대구","부산 해운대구 좌동순환로","부산해운대구좌동순환로99번길22","051","051-747-9244","1175"
"서울강남구개포1점","서울","강남구","서울 강남구 개포로","서울특별시강남구개포로25길12","02","02-2057-9292","1175"
"서울강남구논현1점","서울","강남구","서울 강남구 강남대로","서울강남구강남대로126길38","02","02-512-4482","1175"
"서울강남구도곡점","서울","강남구","서울 강남구 도곡로","서울강남구도곡로28길8","02","02-571-9955","1175"
"서울강남구수서점","서울","강남구","서울 강남구 광평로","서울강남구광평로51길22","02","02-451-4479","1175"
"서울강남구신사점","서울","강남구","서울 강남구 논현로","서울강남구논현로159길25","02","02-542-4479","1175"
"서울강남구역삼1점","서울","강남구","서울 강남구 논현로","서울강남구논현로67길48","02","02-568-4479","1175"
"서울강남구역삼충현점","서울","강남구","서울 강남구 봉은사로","서울강남구봉은사로26길28","02","02-566-4479","1175"
"서울강남구일원점","서울","강남구","서울 강남구 일원로","서울특별시강남구일원로5길54","02","02-3414-9988","1175"
"서울강남구자곡점","서울","강남구","서울 강남구 자곡로","서울특별시강남구자곡로202","02","02-3411-4479","1175"
"서울강남구청담점","서울","강남구","서울 강남구 삼성로","서울강남구삼성로145길14","02","02-542-9991","1175"
